200410125110153|11/24/2025 00:00:00|0.000000|5698558852.090000|-5698558852.090000
200410125120123|12/11/2025 00:00:00|0.000000|5156508751.200000|-5156508751.200000
200410125100090|10/09/2025 00:00:00|0.000000|4924913994.000000|-4924913994.000000
200410125040134|04/28/2025 00:00:00|0.000000|4159899498.630000|-4159899498.630000
200410125010124|01/22/2025 00:00:00|0.000000|3979730880.000000|-3979730880.000000
210510125080002|08/28/2025 00:00:00|0.000000|3246800000.000000|-3246800000.000000
200410126120001|12/22/2025 00:00:00|0.000000|3157902209.600000|-3157902209.600000
200410125090003|09/02/2025 00:00:00|0.000000|2435262340.000000|-2435262340.000000
200410125020012|02/04/2025 00:00:00|0.000000|2319764184.000000|-2319764184.000000
200410125030107|03/17/2025 00:00:00|0.000000|2098031166.000000|-2098031166.000000
200410125040048|04/11/2025 00:00:00|0.000000|1786746600.000000|-1786746600.000000
210510125030003|03/21/2025 00:00:00|0.000000|1526988960.000000|-1526988960.000000
200410125050221|05/19/2025 00:00:00|0.000000|1502486000.000000|-1502486000.000000
200410125070220|07/30/2025 00:00:00|0.000000|1494573696.000000|-1494573696.000000
200410125020149|02/24/2025 00:00:00|0.000000|1466982000.000000|-1466982000.000000
200410125020085|02/17/2025 00:00:00|0.000000|1159882092.000000|-1159882092.000000
200410125100264|10/30/2025 00:00:00|0.000000|438384726.000000|-438384726.000000
200410125060059|06/11/2025 00:00:00|0.000000|435713947.590000|-435713947.590000
2508DPB001|07/17/2025 00:00:00|0.000000|430720488.000000|-430720488.000000
2511DPB001|09/30/2025 00:00:00|0.000000|418816470.000000|-418816470.000000
2512DPB007|12/09/2025 00:00:00|0.000000|414827827.200000|-414827827.200000
2505DPB001|03/19/2025 00:00:00|0.000000|407868000.000000|-407868000.000000
2503DPB001|01/18/2025 00:00:00|0.000000|402780014.000000|-402780014.000000
200410125120168|12/22/2025 00:00:00|0.000000|386354812.000000|-386354812.000000
2509DPB002|09/02/2025 00:00:00|0.000000|382335408.000000|-382335408.000000
210510125070005|07/30/2025 00:00:00|0.000000|372200940.440000|-372200940.440000
2601DPB002|12/24/2025 00:00:00|0.000000|369459072.000000|-369459072.000000
200410125100088|10/09/2025 00:00:00|0.000000|319358404.680000|-319358404.680000
2512DPB001|11/12/2025 00:00:00|0.000000|292548789.600000|-292548789.600000
210510125080003|08/28/2025 00:00:00|0.000000|278154055.800000|-278154055.800000
2508DPB002|07/18/2025 00:00:00|0.000000|200619772.000000|-200619772.000000
2505DPB002|03/08/2025 00:00:00|0.000000|198527400.000000|-198527400.000000
200410125110194|11/27/2025 00:00:00|0.000000|168900000.000000|-168900000.000000
2507DPB001|06/18/2025 00:00:00|0.000000|166063744.000000|-166063744.000000
2509DPB001|09/02/2025 00:00:00|0.000000|164877258.000000|-164877258.000000
2502DPB003|01/02/2025 00:00:00|0.000000|162998000.000000|-162998000.000000
2512DPB004|11/11/2025 00:00:00|0.000000|160160204.000000|-160160204.000000
2512DPB003|11/12/2025 00:00:00|0.000000|129057191.200000|-129057191.200000
2505DPB003|03/26/2025 00:00:00|0.000000|125164800.000000|-125164800.000000
2512DPB006|11/20/2025 00:00:00|0.000000|121331756.000000|-121331756.000000
2512DPB002|11/12/2025 00:00:00|0.000000|120236423.200000|-120236423.200000
2510DPB002|09/30/2025 00:00:00|0.000000|105864136.000000|-105864136.000000
200410125010100|01/14/2025 00:00:00|0.000000|66500000.000000|-66500000.000000
200410125070004|07/03/2025 00:00:00|0.000000|65960000.000000|-65960000.000000
210510125030004|03/21/2025 00:00:00|0.000000|64943519.340000|-64943519.340000
2512DPB005|11/12/2025 00:00:00|0.000000|61397891.200000|-61397891.200000
200410125040040|04/09/2025 00:00:00|0.000000|57742200.000000|-57742200.000000
200410125070133|07/17/2025 00:00:00|0.000000|57000000.720000|-57000000.720000
2510DPB001|09/30/2025 00:00:00|0.000000|53962464.000000|-53962464.000000
200410125060198|06/19/2025 00:00:00|0.000000|44400000.000000|-44400000.000000
200410125040148|04/30/2025 00:00:00|0.000000|44400000.000000|-44400000.000000
200410125040149|04/30/2025 00:00:00|0.000000|44400000.000000|-44400000.000000
200410125060197|06/19/2025 00:00:00|0.000000|44400000.000000|-44400000.000000
2505DPB004|03/26/2025 00:00:00|0.000000|40672000.000000|-40672000.000000
2601DPB001|11/20/2025 00:00:00|0.000000|37472656.000000|-37472656.000000
200410125090143|09/17/2025 00:00:00|0.000000|35000000.520000|-35000000.520000
200410125030052|03/05/2025 00:00:00|0.000000|33400000.000000|-33400000.000000
200410125070164|07/24/2025 00:00:00|0.000000|32190000.000000|-32190000.000000
200410125090070|09/10/2025 00:00:00|0.000000|32190000.000000|-32190000.000000
200410125120161|12/18/2025 00:00:00|0.000000|27700000.000000|-27700000.000000
200410125120136|12/11/2025 00:00:00|0.000000|26862099.900000|-26862099.900000
200410125110173|11/27/2025 00:00:00|0.000000|26250000.390000|-26250000.390000
200410125100259|10/31/2025 00:00:00|0.000000|26092800.000000|-26092800.000000
200410125090149|09/17/2025 00:00:00|0.000000|24570000.000000|-24570000.000000
200410125060106|06/19/2025 00:00:00|0.000000|23850000.000000|-23850000.000000
200410125040080|04/17/2025 00:00:00|0.000000|22839000.000000|-22839000.000000
200410125040127|04/24/2025 00:00:00|0.000000|21840000.000000|-21840000.000000
200410125030080|03/12/2025 00:00:00|0.000000|21245400.000000|-21245400.000000
200410125110064|11/10/2025 00:00:00|0.000000|21120000.000000|-21120000.000000
200410125050169|05/28/2025 00:00:00|0.000000|20520093.370000|-20520093.370000
200410125020074|02/13/2025 00:00:00|0.000000|20430000.150000|-20430000.150000
200410125070237|07/31/2025 00:00:00|0.000000|20339000.000000|-20339000.000000
200410125010049|01/09/2025 00:00:00|0.000000|20000000.000000|-20000000.000000
200410125060069|06/12/2025 00:00:00|0.000000|19770000.000000|-19770000.000000
200410125030081|03/12/2025 00:00:00|0.000000|19750000.000000|-19750000.000000
200410125110217|11/27/2025 00:00:00|0.000000|19350000.000000|-19350000.000000
200410125090150|09/17/2025 00:00:00|0.000000|19305000.000000|-19305000.000000
200410125010055|01/09/2025 00:00:00|0.000000|19247400.000000|-19247400.000000
2510DPB003|09/30/2025 00:00:00|0.000000|19231864.000000|-19231864.000000
200410125040083|04/17/2025 00:00:00|0.000000|18315000.000000|-18315000.000000
200410125060042|06/05/2025 00:00:00|0.000000|18315000.000000|-18315000.000000
