
===== gl_report_detail - all rows =====
site_id	report_id	report_line	account_id	description	trd123	t1	t2	t3	t4	report_row	report_space	description2	flag_omzet	flag_gp
101	01	660	(null)	TOTAL HARGA POKOK PENJUALAN FIBERGLASS	1	0	+	 	(null)	0	0	(null)	N	N
101	01	670	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	680	(null)	HARGA POKOK PENJUALAN PERLENGKAPAN UNIT	S	 	 	 	(null)	0	0	(null)	N	N
101	01	690	405-002	     HPP. Perlengkapan Unit Pendingin - SPARE PARTS	R	+	 	 	(null)	0	0	(null)	N	N
101	01	700	405-003	     HPP. Perlengkapan Unit Pendingin - ISOLASI	R	+	 	 	(null)	0	0	(null)	N	N
101	01	710	405-004	     HPP. Perlengkapan Unit Pendingin - INSTALASI	R	+	 	 	(null)	0	0	(null)	N	N
101	01	720	405-005	     HPP. Perlengkapan Unit Pendingin - DESIGN LOGO	R	+	 	 	(null)	0	0	(null)	N	N
101	01	730	405-006	     HPP. Perlengkapan Unit AC Bus - DUCTING	R	+	 	 	(null)	0	0	(null)	N	N
101	01	740	405-007	     HPP. Perlengkapan Unit AC Bus - SPARE PARTS	R	+	 	 	(null)	0	0	(null)	N	N
101	01	750	405-008	     HPP. Perlengkapan Unit AC Bus - ROYALTI KAROSERI	R	+	 	 	(null)	0	0	(null)	N	N
101	01	760	405-009	     HPP. Perlengkapan Unit AC Bus - INSTALASI	R	+	 	 	(null)	0	0	(null)	N	N
101	01	770	405-010	     HPP. Perlengkapan Unit - EKSPEDISI	R	+	 	 	(null)	0	0	(null)	N	N
101	01	780	405-011	     HPP. Perlengkapan Unit - ASURANSI	R	+	 	 	(null)	0	0	(null)	N	N
101	01	790	405-012	     HPP. Perlengkapan Unit - SERVICE / BONGKAR PASANG	R	+	 	 	(null)	0	0	(null)	N	N
101	01	800	405-020	     HPP. Perlengkapan Unit - LAIN-LAIN	R	+	 	 	(null)	0	0	(null)	N	N
101	01	810	(null)	TOTAL HARGA POKOK PENJUALAN PERLENGKAPAN UNIT	1	0	+	 	(null)	0	0	(null)	N	N
101	01	820	(null)	     	S	(null)	(null)	(null)	(null)	0	(null)	(null)	N	0
101	01	830	(null)	   TOTAL HARGA POKOK PENJUALAN	2	0	0	-	(null)	0	(null)	(null)	N	0
101	01	840	(null)	     	S	(null)	(null)	(null)	(null)	0	(null)	(null)	N	0
101	01	850	(null)	LABA KOTOR PENJUALAN	3	0	0	 	(null)	0	(null)	(null)	B	0
101	01	860	(null)	(null)	S	(null)	(null)	(null)	(null)	0	(null)	(null)	(null)	(null)
101	01	870	(null)	BIAYA OPERASIONAL	H	 	 	 	(null)	0	0	(null)	N	N
101	01	880	(null)	BIAYA MARKETING	S	(null)	(null)	(null)	(null)	0	(null)	(null)	B	(null)
101	01	890	(null)	GAJI, TUNJANGAN & LEMBUR	S	 	 	 	(null)	0	0	(null)	N	N
101	01	900	410-001	     Gaji Karyawan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	910	410-002	     Tunjangan Makan & Transport	R	+	(null)	(null)	(null)	5	(null)	(null)	N	(null)
101	01	920	410-003	     THR, Bonus & Komisi	R	+	(null)	(null)	(null)	5	(null)	(null)	N	(null)
101	01	930	410-004	     Insentive, Hadir & Lembur	R	+	(null)	(null)	(null)	5	(null)	(null)	N	(null)
101	01	940	410-006	     Tunjangan Asuransi Kesehatan	R	+	(null)	(null)	(null)	5	(null)	(null)	N	0
101	01	950	410-008	     Uang Jasa & Pesangon	R	+	(null)	(null)	(null)	5	(null)	(null)	N	0
101	01	960	(null)	TOTAL GAJI, TUNJANGAN & LEMBUR	1	0	+	 	(null)	0	0	(null)	N	N
101	01	970	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	980	(null)	TELEPHONE, FAX & INTERNET	S	 	 	 	(null)	0	0	(null)	N	N
101	01	990	410-011	     Telephone	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1000	410-012	     Handphone	R	+	(null)	(null)	(null)	5	(null)	(null)	N	(null)
101	01	1010	410-013	     Facsimile	R	+	(null)	(null)	(null)	5	(null)	(null)	N	(null)
101	01	1020	410-014	     Internet	R	+	(null)	(null)	(null)	5	(null)	(null)	N	(null)
101	01	1030	(null)	TOTAL TELEPHONE, FAX & INTERNET	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1040	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1050	(null)	TRANSPORTASI & PERJALANAN DINAS	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1060	410-016	     Premium / Solar	R	+	(null)	(null)	(null)	5	(null)	(null)	N	(null)
101	01	1070	410-017	     Tol & Parkir	R	+	(null)	(null)	(null)	5	(null)	(null)	N	0
101	01	1080	410-018	     Akomodasi ( Hotel / Penginapan )	R	+	(null)	(null)	(null)	5	(null)	(null)	N	0
101	01	1090	410-019	     Makan & Minum	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1100	410-021	     Tiket, Transportasi & Retribusi 	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1110	410-022	     Uang Saku	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1120	(null)	TOTAL TRANSPORTASI & PERJALANAN DINAS	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1130	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1140	(null)	PAKET & KIRIM BARANG	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1150	410-026	     Paket	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1160	410-028	     Kirim Barang	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1170	(null)	TOTAL PAKET & KIRIM BARANG	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1180	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1190	(null)	ENTERTAIN, VOUCHER & SUMBANGAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1200	410-031	     Entertain	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1210	410-032	     Voucher ( Tiket /Hadiah /Kado )	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1220	410-033	     Sumbangan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1230		TOTAL ENTERTAIN, VOUCHER & SUMBANGAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1240	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1250	(null)	IKLAN & PROMOSI	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1260	410-036	     Iklan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1270	410-037	     Promosi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1280	(null)	TOTAL IKLAN & PROMOSI	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1290	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1300	(null)	REPARASI & PEMELIHARAAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1310	410-041	     Reparasi & Pemeliharaan - Kendaraan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1320	410-044	     Reparasi & Pemeliharaan - Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1330	(null)	TOTAL REPARASI & PEMELIHARAAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1340	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1350	(null)	KOMISI & TITIPAN PENJUALAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1360	410-046	     Komisi Salesman	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1370	410-047	     Komisi / Titipan Customer	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1380	410-048	     Fee Relasi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1390	410-049	     Komisi / Titipan Salesman TAM	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1400	(null)	TOTAL KOMISI & TITIPAN PENJUALAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1410	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1420	(null)	ASURANSI	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1430	410-051	     Asuransi 	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1440	(null)	TOTAL ASURANSI	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1450	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1460	(null)	BIAYA MARKETING LAINNYA	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1470	410-081	     Biaya Penjualan Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1480	(null)	TOTAL BIAYA MARKETING LAINNYA	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1490	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1500	(null)	TOTAL BIAYA MARKETING	2	0	0	-	(null)	0	0	(null)	N	N
101	01	1510	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1520	(null)	BIAYA TEKNIK & PELAYANAN KONSUMEN	H	 	 	 	(null)	0	0	(null)	N	N
101	01	1530	(null)	GAJI, TUNJANGAN & LEMBUR	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1540	411-001	     Gaji Karyawan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1550	411-002	     Tunjangan Makan & Transport	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1560	411-003	     THR & Bonus	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1570	411-004	     Insentive, Hadir & Lembur	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1580	411-006	     Tunjangan Asuransi Kesehatan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1590	411-008	     Uang Jasa & Pesangon	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1600	(null)	TOTAL GAJI, TUNJANGAN & LEMBUR	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1610	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1620	(null)	TELEPHONE, FAX & INTERNET	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1630	411-011	     Telephone	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1640	411-012	     Handphone	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1650	411-013	     Facsimile	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1660	411-014	     Internet	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1670	(null)	TOTAL TELEPHONE, FAX & INTERNET	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1680	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1690	(null)	TRANSPORTASI & PERJALANAN DINAS	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1700	411-016	     Premium / Solar	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1710	411-017	     Tol & Parkir	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1720	411-018	     Akomodasi ( Hotel / Penginapan )	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1730	411-019	     Makan & Minum	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1740	411-021	     Tiket, Transportasi & Retribusi 	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1750	411-022	     Uang Saku	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1760	(null)	TOTAL TRANSPORTASI & PERJALANAN DINAS	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1770	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1780	(null)	KLAIM GARANSI SPARE PARTS & SERVICE UNIT	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1790	411-026	     Klaim Garansi Spare Parts	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1800	411-027	     Klaim Garansi Service Unit	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1810	(null)	TOTAL KLAIM GARANSI SPARE PARTS & SERVICE UNIT	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1820	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1830	(null)	ENTERTAIN, VOUCHER, TIP  & SUMBANGAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1840	411-031	     Entertain	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1850	411-032	     Voucher ( Tiket /Hadiah /Kado )	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1860	411-033	     Sumbangan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1870	411-034	     Uang Tip / Jasa Pengantar	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1880	(null)	TOTAL ENTERTAIN, VOUCHER, TIP  & SUMBANGAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1890	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1900	(null)	PELAYANAN TEHNIK & SERVICE KONSUMEN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1910	411-036	     Pelayanan Tehnik	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1920	411-037	     Service Konsumen	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1930	(null)	TOTAL PELAYANAN TEHNIK & SERVICE KONSUMEN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1940	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1950	(null)	REPARASI & PEMELIHARAAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	1960	411-041	     Reparasi & Pemeliharaan - Kendaraan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1970	411-044	     Reparasi & Pemeliharaan - Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	1980	(null)	TOTAL REPARASI & PEMELIHARAAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	1990	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2000	(null)	SEMINAR, PENDIDIKAN & PELATIHAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2010	411-046	     Seminar	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2020	411-047	     Pendidikan & Pelatihan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2030	(null)	TOTAL SEMINAR, PENDIDIKAN & PELATIHAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2040	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2050	(null)	INSENTIF SERVICE DAN PEMASANGAN UNIT	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2060	411-051	     Insentif Pemasangan & Service	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2070	(null)	TOTAL INSENTIF & PEMASANGAN SERVICE	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2080	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2090	(null)	BIAYA TEHNIK DAN PELAYANAN LAINNYA	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2100	411-081	     Biaya Tehnik & Pelayanan Lainnya	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2110	(null)	TOTAL BIAYA TEHNIK & PELAYANAN LAINNYA	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2120	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2130	(null)	TOTAL BIAYA TEHNIK DAN PELAYANAN	2	0	0	-	(null)	0	0	(null)	N	N
101	01	2140	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2150	(null)	BIAYA UMUM & ADMINISTRASI	H	 	 	 	(null)	0	0	(null)	N	N
101	01	2160	(null)	GAJI, TUNJANGAN & LEMBUR	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2170	412-001	     Gaji Karyawan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2180	412-002	     Tunjangan Makan & Transport	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2190	412-003	     THR & Bonus	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2200	412-004	     Insentive, Hadir & Lembur	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2210	412-005	     Bonus Prestasi	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2220	412-006	     Tunjangan Asuransi Kesehatan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2230	412-007	     Fee Menejemen	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2240	412-008	     Uang Jasa & Pesangon	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2250	(null)	TOTAL GAJI, TUNJANGAN & LEMBUR	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2260	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2270	(null)	POS, PERANGKO & METERAI	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2280	412-011	     Pos & Perangko	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2290	412-012	     Meterai	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2300	(null)	TOTAL POS, PERANGKO & METERAI	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2310	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2320	(null)	REKENING LISTRIK & AIR	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2330	412-016	     Rekening Listrik	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2340	412-017	     Rekening Air	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2350	(null)	TOTAL REKENING LISTRIK & AIR	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2360	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2370	(null)	ALAT TULIS, FOTOCOPY & CETAKAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2380	412-021	     Alat Tulis Kantor	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2390	412-022	     Fotocopy	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2400	412-023	     Cetakan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2410	(null)	TOTAL ALAT TULIS, FOTOCOPY & CETAKAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2420	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2430	(null)	KEPERLUAN & PERLENGKAPAN KANTOR	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2440	412-026	     Keperluan Kantor	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2450	412-027	     Perlengkapan Kantor	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2460	(null)	TOTAL KEPERLUAN & PERLENGKAPAN KANTOR	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2470	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2480	(null)	PENGURUSAN & PERPANJANGAN IZIN / PAJAK	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2490	412-031	     Pengurusan Izin	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2500	412-032	     Perpanjangan Izin	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2510	412-033	     Pengurusan Pajak	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2520	412-034	     Pajak Bumi & Bangunan ( PBB )	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2530	(null)	TOTAL PENGURUSAN & PERPANJANGAN IZIN / PAJAK	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2540	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2550	(null)	REPARASI & PEMELIHARAAN	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2560	412-036	     Reparasi & Pemeliharaan - Gedung	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2570	412-037	     Reparasi & Pemeliharaan - Kendaraan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2580	412-038	     Reparasi & Pemeliharaan - Inventaris Kantor	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2590	(null)	TOTAL REPARASI & PEMELIHARAAN	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2600	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2610	(null)	ASURANSI	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2620	412-041	     Asuransi Kendaraan	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2630	412-042	     Asuransi Gedung	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2640	(null)	TOTAL ASURANSI	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2650	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2660	(null)	TELEPONE FACSIMILE & INTERNET	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2670	412-046	     Telephone	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2680	412-047	     Handphone	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2690	412-048	     Facsimile	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2700	412-049	     Pager & Internet	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2710	(null)	TOTAL TELEPONE, FACSIMILE & INTERNET	1	0	+	 	(null)	0	0	(null)	N	N
101	01	2720	(null)	     	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2730	(null)	TRANSPORTASI & PERJALANAN DINAS	S	 	 	 	(null)	0	0	(null)	N	N
101	01	2740	412-051	     Premium / Solar	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2750	412-052	     Tol & Parkir	R	+	 	 	(null)	0	0	(null)	N	N
101	01	2760	412-053	     Akomodasi ( Hotel / Penginapan )	R	+	 	 	(null)	0	0	(null)	N	N
